Gene,Function,GOID,Cat
AT3G53760,spindle assembly,GO:0051225,proc
AT1G54380,spliceosomal snRNP assembly,GO:0000387,proc
AT4G37760,squalene monooxygenase activity,GO:0004506,func
AT5G17230,squalene synthase activity,GO:0051996,func
AT5G03940,SRP-dependent cotranslational protein targeting to membrane,GO:0006614,proc
AT5G03940,"SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition",GO:0006617,proc
AT1G29310,"SRP-dependent cotranslational protein targeting to membrane, translocation",GO:0006616,proc
AT2G45070,"SRP-dependent cotranslational protein targeting to membrane, translocation",GO:0006616,proc
AT2G34250,"SRP-dependent cotranslational protein targeting to membrane, translocation",GO:0006616,proc
AT2G18710,"SRP-dependent cotranslational protein targeting to membrane, translocation",GO:0006616,proc
AT1G67680,"SRP-dependent cotranslational protein targeting to membrane, translocation",GO:0006616,proc
AT2G31530,"SRP-dependent cotranslational protein targeting to membrane, translocation",GO:0006616,proc
AT2G36910,stamen development,GO:0048443,proc
AT2G39940,stamen development,GO:0048443,proc
AT2G06050,stamen development,GO:0048443,proc
AT4G38630,stamen formation,GO:0048455,proc
AT5G26570,starch binding,GO:2001070,func
AT1G42430,starch binding,GO:2001070,func
AT5G39790,starch binding,GO:2001070,func
AT1G03310,starch biosynthetic process,GO:0019252,proc
AT1G66430,starch biosynthetic process,GO:0019252,proc
AT2G36390,starch biosynthetic process,GO:0019252,proc
AT2G39930,starch biosynthetic process,GO:0019252,proc
AT3G55800,starch biosynthetic process,GO:0019252,proc
AT5G24300,starch biosynthetic process,GO:0019252,proc
AT5G51820,starch biosynthetic process,GO:0019252,proc
AT2G31390,starch biosynthetic process,GO:0019252,proc
AT5G51830,starch biosynthetic process,GO:0019252,proc
AT5G19220,starch biosynthetic process,GO:0019252,proc
AT3G16000,starch biosynthetic process,GO:0019252,proc
AT3G20440,starch biosynthetic process,GO:0019252,proc
AT5G39790,starch biosynthetic process,GO:0019252,proc
AT5G26570,starch catabolic process,GO:0005983,proc
AT1G10760,starch catabolic process,GO:0005983,proc
AT5G64860,starch catabolic process,GO:0005983,proc
AT2G36390,starch metabolic process,GO:0005982,proc
AT5G26570,starch metabolic process,GO:0005982,proc
AT5G24300,starch synthase activity,GO:0009011,func
AT5G65685,starch synthase activity,GO:0009011,func
AT4G24450,"starch, H2O dikinase activity",GO:0102218,func
AT1G10760,"starch, H2O dikinase activity",GO:0102218,func
AT2G43710,stearoyl-[acp] desaturase activity,GO:0102786,func
AT2G43710,stearoyl-CoA 9-desaturase activity,GO:0004768,func
AT2G27230,stele development,GO:0010479,proc
AT4G39400,steroid binding,GO:0005496,func
AT3G48890,steroid binding,GO:0005496,func
AT3G13380,steroid binding,GO:0005496,func
AT3G19820,steroid biosynthetic process,GO:0006694,proc
AT2G43420,steroid biosynthetic process,GO:0006694,proc
AT2G37760,steroid dehydrogenase activity,GO:0016229,func
AT2G37770,steroid dehydrogenase activity,GO:0016229,func
AT1G13170,steroid metabolic process,GO:0008202,proc
AT3G19820,steroid metabolic process,GO:0008202,proc
AT4G12460,steroid metabolic process,GO:0008202,proc
AT5G02100,steroid metabolic process,GO:0008202,proc
AT4G08180,steroid metabolic process,GO:0008202,proc
AT1G13170,sterol binding,GO:0032934,func
AT4G12460,sterol binding,GO:0032934,func
AT5G02100,sterol binding,GO:0032934,func
AT4G08180,sterol binding,GO:0032934,func
AT3G52940,sterol biosynthetic process,GO:0016126,proc
AT5G50375,sterol biosynthetic process,GO:0016126,proc
AT2G34500,sterol biosynthetic process,GO:0016126,proc
AT4G37760,sterol biosynthetic process,GO:0016126,proc
AT2G43420,sterol biosynthetic process,GO:0016126,proc
AT4G11820,sterol biosynthetic process,GO:0016126,proc
AT2G34500,sterol metabolic process,GO:0016125,proc
AT1G13170,sterol transporter activity,GO:0015248,func
AT4G12460,sterol transporter activity,GO:0015248,func
AT5G02100,sterol transporter activity,GO:0015248,func
AT4G08180,sterol transporter activity,GO:0015248,func
AT2G43420,sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity,GO:0047012,func
AT2G26330,stomatal complex morphogenesis,GO:0010103,proc
AT3G56960,stomatal movement,GO:0010118,proc
AT2G39940,stomatal movement,GO:0010118,proc
AT1G30270,stomatal movement,GO:0010118,proc
AT1G09780,stomatal movement,GO:0010118,proc
AT2G47800,stomatal movement,GO:0010118,proc
AT5G58140,stomatal movement,GO:0010118,proc
AT4G17615,stomatal movement,GO:0010118,proc
AT4G08920,stomatal movement,GO:0010118,proc
AT3G19130,stress granule assembly,GO:0034063,proc
AT5G28030,stress response to cadmium ion,GO:1990170,proc
AT2G30040,stress-activated protein kinase signaling cascade,GO:0031098,proc
AT4G29810,stress-activated protein kinase signaling cascade,GO:0031098,proc
AT1G54960,stress-activated protein kinase signaling cascade,GO:0031098,proc
AT1G53570,stress-activated protein kinase signaling cascade,GO:0031098,proc
AT2G43150,structural constituent of cell wall,GO:0005199,func
AT1G20010,structural constituent of cytoskeleton,GO:0005200,func
AT5G12250,structural constituent of cytoskeleton,GO:0005200,func
AT3G14120,structural constituent of nuclear pore,GO:0017056,func
AT3G01810,structural constituent of nuclear pore,GO:0017056,func
AT2G42320,structural constituent of nuclear pore,GO:0017056,func
AT2G41620,structural constituent of nuclear pore,GO:0017056,func
AT4G32910,structural constituent of nuclear pore,GO:0017056,func
AT5G05680,structural constituent of nuclear pore,GO:0017056,func
AT1G48350,structural constituent of ribosome,GO:0003735,func
AT2G33800,structural constituent of ribosome,GO:0003735,func
AT1G26910,structural constituent of ribosome,GO:0003735,func
AT5G67510,structural constituent of ribosome,GO:0003735,func
AT1G66580,structural constituent of ribosome,GO:0003735,func
AT1G07320,structural constituent of ribosome,GO:0003735,func
AT1G29070,structural constituent of ribosome,GO:0003735,func
AT1G74970,structural constituent of ribosome,GO:0003735,func
AT2G38140,structural constituent of ribosome,GO:0003735,func
AT4G34620,structural constituent of ribosome,GO:0003735,func
AT5G09770,structural constituent of ribosome,GO:0003735,func
AT5G17870,structural constituent of ribosome,GO:0003735,func
AT5G30510,structural constituent of ribosome,GO:0003735,func
AT5G65220,structural constituent of ribosome,GO:0003735,func
AT1G32990,structural constituent of ribosome,GO:0003735,func
AT5G24490,structural constituent of ribosome,GO:0003735,func
AT1G05190,structural constituent of ribosome,GO:0003735,func
AT3G25920,structural constituent of ribosome,GO:0003735,func
AT3G53850,structural constituent of ribosome,GO:0003735,func
AT1G68590,structural constituent of ribosome,GO:0003735,func
AT5G39800,structural constituent of ribosome,GO:0003735,func
AT5G14320,structural constituent of ribosome,GO:0003735,func
AT2G43030,structural constituent of ribosome,GO:0003735,func
AT3G13120,structural constituent of ribosome,GO:0003735,func
AT3G17170,structural constituent of ribosome,GO:0003735,func
AT3G20230,structural constituent of ribosome,GO:0003735,func
AT5G47190,structural constituent of ribosome,GO:0003735,func
AT3G27850,structural constituent of ribosome,GO:0003735,func
AT3G44890,structural constituent of ribosome,GO:0003735,func
AT5G40950,structural constituent of ribosome,GO:0003735,func
AT5G40080,structural constituent of ribosome,GO:0003735,func
AT1G61580,structural constituent of ribosome,GO:0003735,func
AT4G37660,structural constituent of ribosome,GO:0003735,func
AT4G31460,structural constituent of ribosome,GO:0003735,func
AT2G33450,structural constituent of ribosome,GO:0003735,func
AT2G24090,structural constituent of ribosome,GO:0003735,func
AT1G26880,structural constituent of ribosome,GO:0003735,func
AT3G52750,structural molecule activity,GO:0005198,func
AT1G29150,structural molecule activity,GO:0005198,func
AT2G20760,structural molecule activity,GO:0005198,func
AT2G30050,structural molecule activity,GO:0005198,func
AT5G54110,structural molecule activity,GO:0005198,func
AT3G63460,structural molecule activity,GO:0005198,func
AT4G19006,structural molecule activity,GO:0005198,func
AT4G25910,structural molecule activity,GO:0005198,func
AT3G26070,structural molecule activity,GO:0005198,func
AT2G36250,structural molecule activity,GO:0005198,func
AT3G26080,structural molecule activity,GO:0005198,func
AT3G53510,suberin biosynthetic process,GO:0010345,proc
AT2G37360,suberin biosynthetic process,GO:0010345,proc
AT3G27380,succinate dehydrogenase (ubiquinone) activity,GO:0008177,func
AT5G66760,succinate dehydrogenase (ubiquinone) activity,GO:0008177,func
AT3G27380,succinate dehydrogenase activity,GO:0000104,func
AT5G66760,succinate dehydrogenase activity,GO:0000104,func
AT5G08300,succinate metabolic process,GO:0006105,proc
AT5G01340,succinate transmembrane transporter activity,GO:0015141,func
AT5G01340,succinate transport,GO:0015744,proc
AT2G20420,succinate-CoA ligase (ADP-forming) activity,GO:0004775,func
AT5G08300,succinate-CoA ligase (ADP-forming) activity,GO:0004775,func
AT2G20420,succinate-CoA ligase (GDP-forming) activity,GO:0004776,func
AT5G08300,succinate-CoA ligase (GDP-forming) activity,GO:0004776,func
AT5G08300,succinyl-CoA metabolic process,GO:0006104,proc
AT1G28960,succinyl-CoA metabolic process,GO:0006104,proc
AT3G06500,sucrose alpha-glucosidase activity,GO:0004575,func
AT3G55800,sucrose biosynthetic process,GO:0005986,proc
AT5G20830,sucrose biosynthetic process,GO:0005986,proc
AT3G54050,sucrose biosynthetic process,GO:0005986,proc
AT5G64380,sucrose biosynthetic process,GO:0005986,proc
AT3G06500,sucrose catabolic process,GO:0005987,proc
AT4G34590,sucrose induced translational repression,GO:0080149,proc
AT5G20830,sucrose metabolic process,GO:0005985,proc
AT2G02860,sucrose metabolic process,GO:0005985,proc
AT3G54050,sucrose metabolic process,GO:0005985,proc
AT5G20830,sucrose synthase activity,GO:0016157,func
AT2G02860,sucrose transmembrane transporter activity,GO:0008515,func
AT2G02860,sucrose transport,GO:0015770,proc
AT2G02860,sucrose:proton symporter activity,GO:0008506,func
AT3G26090,sugar mediated signaling pathway,GO:0010182,proc
AT5G67030,sugar mediated signaling pathway,GO:0010182,proc
AT1G08930,sugar transmembrane transporter activity,GO:0051119,func
AT1G21460,sugar transmembrane transporter activity,GO:0051119,func
AT3G22890,sulfate adenylyltransferase (ATP) activity,GO:0004781,func
AT4G04610,sulfate assimilation,GO:0000103,proc
AT3G22890,sulfate assimilation,GO:0000103,proc
AT2G14750,sulfate assimilation,GO:0000103,proc
AT4G39940,sulfate assimilation,GO:0000103,proc
AT4G04610,sulfate reduction,GO:0019419,proc
AT5G04590,sulfate reduction,GO:0019419,proc
AT1G77990,sulfate transmembrane transport,GO:1902358,proc
AT2G25680,sulfate transmembrane transporter activity,GO:0015116,func
AT5G13550,sulfate transmembrane transporter activity,GO:0015116,func
AT1G23090,sulfate transmembrane transporter activity,GO:0015116,func
AT1G77990,sulfate transmembrane transporter activity,GO:0015116,func
AT1G43700,sulfate transport,GO:0008272,proc
AT5G04590,sulfite reductase (ferredoxin) activity,GO:0050311,func
AT5G04590,sulfite reductase activity,GO:0016002,func
AT4G33030,sulfolipid biosynthetic process,GO:0046506,proc
AT2G03750,sulfotransferase activity,GO:0008146,func
AT4G33030,sulfotransferase activity,GO:0008146,func
AT5G04590,sulfur compound metabolic process,GO:0006790,proc
AT5G63980,sulfur compound metabolic process,GO:0006790,proc
AT5G63990,sulfur compound metabolic process,GO:0006790,proc
AT5G60410,SUMO transferase activity,GO:0019789,func
AT1G08910,SUMO transferase activity,GO:0019789,func
AT4G34890,superoxide anion generation,GO:0042554,proc
AT5G23310,superoxide dismutase activity,GO:0004784,func
AT4G25100,superoxide dismutase activity,GO:0004784,func
AT1G30610,suspensor development,GO:0010098,proc
AT1G09270,symbiont intracellular protein transport in host,GO:0030581,proc
AT3G48750,symmetric cell division,GO:0098725,proc
AT5G13550,symporter activity,GO:0015293,func
AT1G23090,symporter activity,GO:0015293,func
AT2G29650,symporter activity,GO:0015293,func
AT1G77990,symporter activity,GO:0015293,func
AT2G32830,symporter activity,GO:0015293,func
AT3G60070,symporter activity,GO:0015293,func
AT4G20410,syntaxin binding,GO:0019905,func
AT1G55490,systemic acquired resistance,GO:0009627,proc
AT3G18490,systemic acquired resistance,GO:0009627,proc
AT3G04720,systemic acquired resistance,GO:0009627,proc
AT3G53980,systemic acquired resistance,GO:0009627,proc
AT3G05180,systemic acquired resistance,GO:0009627,proc
AT5G05960,systemic acquired resistance,GO:0009627,proc
AT5G05680,systemic acquired resistance,GO:0009627,proc
AT1G01910,tail-anchored membrane protein insertion into ER membrane,GO:0071816,proc
AT5G20000,TBP-class protein binding,GO:0017025,func
AT2G05210,telomerase inhibitor activity,GO:0010521,func
AT2G05210,telomere capping,GO:0016233,proc
AT5G13820,telomere maintenance,GO:0000723,proc
AT2G05210,telomere maintenance,GO:0000723,proc
AT2G24490,telomere maintenance via recombination,GO:0000722,proc
AT2G24490,telomere maintenance via telomerase,GO:0007004,proc
AT5G13820,telomeric DNA binding,GO:0042162,func
AT2G05210,telomeric DNA binding,GO:0042162,func
AT1G14410,telomeric DNA binding,GO:0042162,func
AT2G26930,terpenoid biosynthetic process,GO:0016114,proc
AT4G15560,terpenoid biosynthetic process,GO:0016114,proc
AT1G15520,terpenoid transport,GO:0046865,proc
AT5G51110,tetrahydrobiopterin biosynthetic process,GO:0006729,proc
AT4G30000,tetrahydrofolate biosynthetic process,GO:0046654,proc
AT1G22020,tetrahydrofolate interconversion,GO:0035999,proc
AT3G59970,tetrahydrofolate interconversion,GO:0035999,proc
AT1G22020,tetrahydrofolate metabolic process,GO:0046653,proc
AT5G05980,tetrahydrofolylpolyglutamate biosynthetic process,GO:0046901,proc
AT3G10160,tetrahydrofolylpolyglutamate synthase activity,GO:0004326,func
AT5G05980,tetrahydrofolylpolyglutamate synthase activity,GO:0004326,func
AT3G59400,tetrapyrrole binding,GO:0046906,func
AT2G30390,tetrapyrrole biosynthetic process,GO:0033014,proc
AT1G03475,tetrapyrrole biosynthetic process,GO:0033014,proc
AT2G29630,thiamine biosynthetic process,GO:0009228,proc
AT5G54770,thiamine biosynthetic process,GO:0009228,proc
AT3G14990,thiamine biosynthetic process,GO:0009228,proc
AT4G15560,thiamine biosynthetic process,GO:0009228,proc
AT2G29630,thiamine diphosphate biosynthetic process,GO:0009229,proc
AT1G68890,thiamine pyrophosphate binding,GO:0030976,func
AT5G54960,thiamine pyrophosphate binding,GO:0030976,func
AT5G17380,thiamine pyrophosphate binding,GO:0030976,func
AT1G43700,thigmotropism,GO:0009652,proc
AT2G43910,thiol S-methyltransferase activity,GO:0018708,func
AT1G51710,thiol-dependent ubiquitin-specific protease activity,GO:0004843,func
AT4G30890,thiol-dependent ubiquitin-specific protease activity,GO:0004843,func
AT5G23540,thiol-dependent ubiquitin-specific protease activity,GO:0004843,func
AT3G57810,thiol-dependent ubiquitin-specific protease activity,GO:0004843,func
AT5G16310,thiol-dependent ubiquitin-specific protease activity,GO:0004843,func
AT5G57990,thiol-dependent ubiquitin-specific protease activity,GO:0004843,func
AT1G51710,thiol-dependent ubiquitinyl hydrolase activity,GO:0036459,func
AT1G60740,thioredoxin peroxidase activity,GO:0008379,func
AT5G06290,thioredoxin peroxidase activity,GO:0008379,func
AT2G17420,thioredoxin reduction,GO:0042964,proc
AT3G24170,thioredoxin-disulfide reductase activity,GO:0004791,func
AT2G17420,thioredoxin-disulfide reductase activity,GO:0004791,func
AT5G13280,threonine biosynthetic process,GO:0009088,proc
AT1G31230,threonine biosynthetic process,GO:0009088,proc
AT3G10050,threonine catabolic process,GO:0006567,proc
AT3G10050,threonine metabolic process,GO:0006566,proc
AT2G04842,threonine-tRNA ligase activity,GO:0004829,func
AT4G31300,threonine-type endopeptidase activity,GO:0004298,func
AT2G27020,threonine-type endopeptidase activity,GO:0004298,func
AT2G04842,threonyl-tRNA aminoacylation,GO:0006435,proc
AT1G03160,thylakoid membrane organization,GO:0010027,proc
AT4G20130,thylakoid membrane organization,GO:0010027,proc
AT2G01110,thylakoid membrane organization,GO:0010027,proc
AT1G65260,thylakoid membrane organization,GO:0010027,proc
AT2G18710,thylakoid membrane organization,GO:0010027,proc
AT2G34860,thylakoid membrane organization,GO:0010027,proc
AT5G53860,thylakoid membrane organization,GO:0010027,proc
AT4G14870,thylakoid membrane organization,GO:0010027,proc
AT3G47450,thylakoid membrane organization,GO:0010027,proc
AT4G31390,thylakoid membrane organization,GO:0010027,proc
AT2G31530,thylakoid membrane organization,GO:0010027,proc
AT3G62910,thylakoid membrane organization,GO:0010027,proc
AT5G18570,thylakoid membrane organization,GO:0010027,proc
AT2G30440,thylakoid membrane organization,GO:0010027,proc
AT1G64970,tocopherol O-methyltransferase activity,GO:0050342,func
AT1G11580,toxin activity,GO:0090729,func
AT2G30870,toxin catabolic process,GO:0009407,proc
AT1G02920,toxin catabolic process,GO:0009407,proc
AT2G29470,toxin catabolic process,GO:0009407,proc
AT1G02930,toxin catabolic process,GO:0009407,proc
AT1G27130,toxin catabolic process,GO:0009407,proc
AT4G02520,toxin catabolic process,GO:0009407,proc
AT1G78380,toxin catabolic process,GO:0009407,proc
AT2G29460,toxin catabolic process,GO:0009407,proc
